Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Duration_Minutes
2,2016-02-15 21:09:25,2016-02-15 21:39:25,40.977516,-82.790749,0.0,Tiro,OH,32.0,29.88,0.5,5.8,0.0,Fog,30.0
3,2016-02-16 04:05:51,2016-02-16 04:35:51,40.11195,-83.016663,0.01,Columbus,OH,32.0,29.71,1.2,8.1,0.04,Light Snow,30.0
3,2016-02-16 04:32:29,2016-02-16 05:02:29,41.150993,-81.631393,0.01,Akron,OH,34.0,29.67,1.2,6.9,0.03,Light Snow,30.0
3,2016-02-16 05:22:24,2016-02-16 05:52:24,39.824703,-83.141228,0.01,Orient,OH,32.2,29.7,3.0,6.9,0.0,Light Snow,30.0
2,2016-02-16 05:37:52,2016-02-16 06:07:52,39.885872,-82.806198,0.0,Canal Winchester,OH,32.0,29.69,2.5,5.8,0.0,Light Snow,30.0
3,2016-02-16 06:05:20,2016-02-16 06:50:20,40.11195,-83.016663,0.01,Columbus,OH,33.1,29.71,5.0,8.1,0.0,Overcast,45.0
3,2016-02-16 06:17:32,2016-02-16 06:47:32,40.09917100000001,-83.134499,0.01,Dublin,OH,33.1,29.71,5.0,8.1,0.0,Overcast,30.0
2,2016-02-16 06:32:55,2016-02-16 07:02:55,40.012829,-83.109131,0.01,Columbus,OH,32.0,29.71,5.0,11.5,0.0,Overcast,30.0
2,2016-02-16 06:29:15,2016-02-16 06:59:15,40.048183,-82.945183,0.01,Columbus,OH,32.0,29.71,2.0,10.4,0.01,Overcast,30.0
2,2016-02-16 06:39:15,2016-02-16 07:09:15,39.77792,-84.246872,0.0,Dayton,OH,30.9,29.78,2.0,10.4,0.0,Overcast,30.0
3,2016-02-16 06:34:11,2016-02-16 07:04:11,39.917412,-83.014236,1.65,Columbus,OH,32.2,29.69,4.0,6.9,0.0,Overcast,30.0
3,2016-02-16 06:47:00,2016-02-16 07:17:00,41.313236,-81.810959,0.01,Strongsville,OH,32.0,29.73,1.8,8.1,0.02,Light Snow,30.0
2,2016-02-16 06:50:07,2016-02-16 07:20:07,39.691998,-84.043655,0.01,Beavercreek,OH,32.0,29.76,3.0,8.1,0.0,Overcast,30.0
2,2016-02-16 06:50:44,2016-02-16 07:20:44,39.852417,-82.93860600000002,0.01,Groveport,OH,32.0,29.7,7.0,8.1,0.0,Overcast,30.0
3,2016-02-16 07:02:31,2016-02-16 07:32:31,39.956909,-83.044914,0.01,Columbus,OH,32.0,29.72,3.0,6.9,0.0,Overcast,30.0
2,2016-02-16 07:10:35,2016-02-16 07:40:35,39.602947,-82.951836,0.01,Circleville,OH,32.0,29.71,7.0,10.4,0.0,Overcast,30.0
2,2016-02-16 07:12:17,2016-02-16 07:42:17,39.89188400000001,-83.087547,0.01,Grove City,OH,32.0,29.72,3.0,6.9,0.0,Overcast,30.0
2,2016-02-16 07:29:07,2016-02-16 07:59:07,39.78508400000001,-84.210564,0.01,Dayton,OH,30.0,29.75,2.0,10.4,0.0,Overcast,30.0
3,2016-02-16 07:52:41,2016-02-16 08:22:41,40.1105,-82.977524,0.01,Columbus,OH,32.0,29.75,3.0,9.2,0.0,Overcast,30.0
2,2016-02-16 07:55:23,2016-02-16 08:25:23,40.757088,-82.50975,0.01,Mansfield,OH,30.0,29.73,5.0,10.4,0.0,Overcast,30.0
3,2016-02-16 07:56:09,2016-02-16 08:26:09,41.063995,-81.57294499999998,0.01,Akron,OH,34.0,29.68,1.8,6.9,0.0,Light Snow,30.0
3,2016-02-16 07:58:47,2016-02-16 08:28:47,40.004749,-82.867638,0.01,Columbus,OH,32.0,29.75,5.0,8.1,0.0,Overcast,30.0
2,2016-02-16 08:13:51,2016-02-16 08:43:51,40.033955,-83.000862,0.01,Columbus,OH,32.0,29.75,3.0,9.2,0.0,Overcast,30.0
2,2016-02-16 08:20:32,2016-02-16 08:50:32,38.929512,-83.495262,1.65,Peebles,OH,30.9,29.76,1.0,9.2,0.0,Overcast,30.0
3,2016-02-16 08:26:30,2016-02-16 08:56:30,39.973419,-83.081558,0.01,Columbus,OH,32.0,29.77,2.5,3.5,0.0,Overcast,30.0
2,2016-02-16 08:36:20,2016-02-16 09:06:20,39.797958,-84.255135,0.01,Dayton,OH,30.0,29.79,1.5,6.9,0.0,Overcast,30.0
3,2016-02-16 08:42:17,2016-02-16 09:12:17,40.057369,-82.903717,0.01,Columbus,OH,32.0,29.78,4.0,8.1,0.0,Overcast,30.0
2,2016-02-16 08:41:46,2016-02-16 09:11:46,39.847927,-82.848274,0.01,Canal Winchester,OH,32.0,29.76,3.0,5.8,0.0,Overcast,30.0
2,2016-02-16 08:57:31,2016-02-16 09:27:31,40.051949,-83.03280600000002,0.01,Columbus,OH,32.0,29.78,2.5,5.8,0.0,Overcast,30.0
2,2016-02-16 10:03:00,2016-02-16 13:00:00,40.051949,-83.03280600000002,0.01,Columbus,OH,33.1,29.77,2.5,10.4,0.0,Overcast,177.0
2,2016-02-16 10:58:52,2016-02-16 11:28:52,39.772823,-84.135612,0.0,Dayton,OH,31.1,29.86,6.0,5.8,0.0,Overcast,30.0
2,2016-02-16 11:12:18,2016-02-16 11:42:18,39.673203,-84.221886,0.01,Dayton,OH,30.9,29.81,6.0,9.2,0.0,Haze,30.0
2,2016-02-16 11:11:35,2016-02-16 11:41:35,39.76244000000001,-84.20506999999998,0.01,Dayton,OH,30.0,29.82,1.8,5.8,0.0,Light Snow,30.0
2,2016-02-16 11:10:17,2016-02-16 11:40:17,39.79166,-84.169342,0.0,Dayton,OH,31.1,29.86,6.0,5.8,0.0,Overcast,30.0
2,2016-02-16 11:11:03,2016-02-16 11:41:03,39.72757,-84.13549,0.0,Dayton,OH,31.1,29.86,6.0,5.8,0.0,Overcast,30.0
3,2016-02-16 11:32:10,2016-02-16 12:02:10,40.09917100000001,-83.134499,0.01,Dublin,OH,32.0,29.78,2.5,11.5,0.0,Overcast,30.0
3,2016-02-16 13:46:09,2016-02-16 14:16:09,38.455898,-81.93562299999998,0.01,Hurricane,WV,35.1,29.81,2.0,9.2,0.0,Overcast,30.0
2,2016-02-16 14:02:11,2016-02-16 14:47:11,39.764778,-84.177193,0.01,Dayton,OH,32.4,29.81,10.0,8.1,0.0,Overcast,45.0
3,2016-02-16 16:47:00,2016-02-16 21:00:00,40.016014,-82.903442,0.01,Columbus,OH,32.0,29.82,7.0,9.2,0.0,Overcast,253.0
2,2016-02-17 05:31:16,2016-02-17 06:01:16,39.686901,-83.911812,0.01,Xenia,OH,30.4,30.08,10.0,3.5,0.0,Overcast,30.0
2,2016-02-17 05:45:55,2016-02-17 06:15:55,39.74403,-84.214638,0.01,Dayton,OH,30.0,30.07,6.0,6.9,0.0,Overcast,30.0
2,2016-02-17 06:27:01,2016-02-17 06:57:01,39.955738,-83.002953,0.01,Columbus,OH,28.4,30.05,7.0,6.9,0.0,Overcast,30.0
2,2016-02-17 06:32:23,2016-02-17 07:02:23,38.98587,-84.052551,0.01,Bethel,OH,30.9,30.07,7.0,3.5,0.0,Overcast,30.0
2,2016-02-17 06:44:13,2016-02-17 07:14:13,41.12336,-81.652626,0.01,Akron,OH,28.0,30.03,7.0,5.8,0.0,Overcast,30.0
3,2016-02-17 07:10:58,2016-02-17 07:40:58,41.403664,-82.13942,0.01,Elyria,OH,28.0,30.03,6.0,6.9,0.0,Overcast,30.0
3,2016-02-17 07:14:08,2016-02-17 07:44:08,39.719009,-84.21461500000002,0.01,Dayton,OH,30.0,30.07,5.0,5.8,0.0,Haze,30.0
3,2016-02-17 07:22:56,2016-02-17 07:52:56,41.063995,-81.57294499999998,0.01,Akron,OH,28.0,30.03,7.0,5.8,0.0,Overcast,30.0
2,2016-02-17 07:29:02,2016-02-17 07:59:02,39.741764,-84.209923,0.0,Dayton,OH,30.0,30.14,3.0,8.1,0.0,Overcast,30.0
3,2016-02-17 07:30:19,2016-02-17 08:00:19,39.933804,-82.78944399999997,0.01,Pickerington,OH,30.0,30.08,7.0,3.5,0.0,Overcast,30.0
2,2016-02-17 07:40:55,2016-02-17 08:10:55,39.673203,-84.221886,0.01,Dayton,OH,30.0,30.12,3.0,4.6,0.0,Overcast,30.0
2,2016-02-17 07:39:25,2016-02-17 08:09:25,38.997852,-84.043739,1.73,Bethel,OH,31.1,30.11,7.0,6.9,0.0,Overcast,30.0
2,2016-02-17 07:43:28,2016-02-17 08:13:28,40.080402,-82.87745699999998,0.01,Westerville,OH,30.2,30.08,5.0,6.9,0.0,Haze,30.0
3,2016-02-17 07:52:09,2016-02-17 08:22:09,41.04023,-81.608711,0.01,Barberton,OH,28.0,30.06,6.0,4.6,0.0,Haze,30.0
2,2016-02-17 08:02:55,2016-02-17 08:32:55,39.749664,-84.201012,0.0,Dayton,OH,30.7,30.14,4.0,5.8,0.0,Overcast,30.0
2,2016-02-17 08:04:44,2016-02-17 08:34:44,39.749916,-84.139359,0.01,Dayton,OH,30.7,30.14,4.0,5.8,0.0,Overcast,30.0
3,2016-02-17 07:49:00,2016-02-17 21:00:00,41.039204,-81.631744,0.01,Barberton,OH,28.4,30.02,6.0,6.9,0.0,Haze,791.0
2,2016-02-17 08:17:11,2016-02-17 08:47:11,40.993484,-82.03600300000002,0.0,Burbank,OH,27.0,30.08,4.0,9.2,0.0,Overcast,30.0
3,2016-02-17 08:28:56,2016-02-17 08:58:56,41.407391,-81.64676700000003,0.01,Independence,OH,30.0,30.05,6.0,10.4,0.0,Light Snow,30.0
2,2016-02-17 08:33:39,2016-02-17 09:03:39,39.732441,-84.224243,0.01,Dayton,OH,30.0,30.18,2.5,8.1,0.0,Overcast,30.0
3,2016-02-17 08:59:18,2016-02-17 09:29:18,39.773193,-84.187454,0.01,Dayton,OH,31.1,30.18,6.0,5.8,0.0,Overcast,30.0
2,2016-02-17 10:00:29,2016-02-17 10:30:29,39.792931,-84.215195,0.01,Dayton,OH,32.0,30.2,4.0,5.8,0.0,Overcast,30.0
3,2016-02-17 10:19:04,2016-02-17 10:49:05,39.948299,-82.047081,0.01,Zanesville,OH,33.1,30.16,5.0,5.8,0.0,Haze,30.016666666666666
2,2016-02-17 10:32:29,2016-02-17 11:02:29,39.67263,-84.216522,0.0,Dayton,OH,32.0,30.18,4.0,5.8,0.0,Haze,30.0
2,2016-02-17 10:22:00,2016-02-17 21:00:00,41.172302,-83.64917,0.01,North Baltimore,OH,33.1,30.14,3.0,12.7,0.0,Haze,638.0
2,2016-02-17 12:57:34,2016-02-17 13:27:34,39.615208,-84.22731800000003,0.01,Miamisburg,OH,35.1,30.23,9.0,3.5,0.0,Overcast,30.0
2,2016-02-17 13:25:09,2016-02-17 14:10:09,39.790604,-84.25140400000002,0.01,Dayton,OH,36.0,30.23,10.0,10.4,0.0,Mostly Cloudy,45.0
2,2016-02-17 17:17:12,2016-02-17 18:02:12,39.968788,-83.003754,0.0,Columbus,OH,35.1,30.26,9.0,12.7,0.0,Overcast,45.0
2,2016-02-18 04:25:02,2016-02-18 04:55:02,39.905334,-82.968689,0.01,Columbus,OH,31.1,30.39,10.0,3.5,0.0,Overcast,30.0
2,2016-02-18 05:46:52,2016-02-18 06:16:52,39.855103,-84.183678,0.01,Dayton,OH,27.0,30.45,7.0,7.0,0.0,Mostly Cloudy,30.0
2,2016-02-18 06:27:59,2016-02-18 06:57:59,41.414131,-81.632141,0.01,Cleveland,OH,19.0,30.52,10.0,5.8,0.0,Clear,30.0
3,2016-02-18 07:00:26,2016-02-18 07:30:26,39.933804,-82.78944399999997,0.01,Pickerington,OH,28.0,30.48,9.0,5.8,0.0,Overcast,30.0
3,2016-02-18 07:47:17,2016-02-18 08:17:17,41.063995,-81.57294499999998,0.01,Akron,OH,3.9,30.49,1.8,7.0,0.0,Clear,30.0
3,2016-02-18 07:51:15,2016-02-18 08:21:15,39.75782,-83.303154,0.01,Mount Sterling,OH,23.0,30.48,7.0,7.0,0.0,Mostly Cloudy,30.0
3,2016-02-18 07:49:43,2016-02-18 08:19:43,41.42181,-81.734482,0.01,Cleveland,OH,12.9,30.58,8.0,3.5,0.0,Clear,30.0
3,2016-02-18 07:55:22,2016-02-18 08:25:22,41.422199,-81.843018,0.01,Cleveland,OH,12.9,30.58,8.0,3.5,0.0,Clear,30.0
3,2016-02-18 07:50:11,2016-02-18 08:20:11,39.819839,-84.189087,0.01,Dayton,OH,26.1,30.5,5.0,7.0,0.0,Haze,30.0
2,2016-02-18 08:01:09,2016-02-18 08:31:09,39.745735,-84.120644,0.01,Dayton,OH,25.9,30.5,10.0,7.0,0.0,Mostly Cloudy,30.0
3,2016-02-18 08:00:26,2016-02-18 08:30:26,40.004749,-82.867638,0.01,Columbus,OH,27.0,30.51,7.0,3.5,0.0,Scattered Clouds,30.0
2,2016-02-18 08:15:01,2016-02-18 08:45:01,39.626396,-84.20768699999998,0.01,Miamisburg,OH,27.0,30.48,5.0,3.5,0.0,Haze,30.0
2,2016-02-18 08:12:56,2016-02-18 08:42:56,39.761005,-84.15855400000002,0.01,Dayton,OH,25.9,30.5,10.0,7.0,0.0,Mostly Cloudy,30.0
2,2016-02-18 08:15:59,2016-02-18 08:45:59,39.765377,-84.155914,0.0,Dayton,OH,25.9,30.5,10.0,7.0,0.0,Mostly Cloudy,30.0
3,2016-02-18 08:20:00,2016-02-18 08:50:00,39.936871,-82.936317,0.01,Columbus,OH,27.0,30.51,7.0,3.5,0.0,Scattered Clouds,30.0
3,2016-02-18 08:22:38,2016-02-18 08:52:38,41.420666,-81.81644399999998,0.01,Cleveland,OH,16.0,30.62,10.0,6.9,0.0,Clear,30.0
2,2016-02-18 08:29:38,2016-02-18 08:59:38,39.607605,-84.15598299999998,0.0,Dayton,OH,28.9,30.5,6.0,7.0,0.0,Haze,30.0
2,2016-02-18 08:37:28,2016-02-18 09:07:28,39.819809,-84.18710300000002,0.0,Dayton,OH,30.9,30.51,5.0,3.5,0.0,Haze,30.0
3,2016-02-18 08:39:27,2016-02-18 09:09:27,41.371895,-81.820786,0.01,Cleveland,OH,16.0,30.62,10.0,6.9,0.0,Clear,30.0
2,2016-02-18 08:48:51,2016-02-18 09:18:51,39.999187,-83.075813,0.01,Columbus,OH,27.0,30.53,8.0,6.9,0.0,Clear,30.0
2,2016-02-18 08:51:29,2016-02-18 09:21:29,39.741695,-84.163101,0.0,Dayton,OH,30.4,30.52,10.0,7.0,0.0,Mostly Cloudy,30.0
3,2016-02-18 09:00:07,2016-02-18 09:30:07,39.917412,-83.014236,0.01,Columbus,OH,26.6,30.5,7.0,7.0,0.0,Clear,30.0
2,2016-02-18 09:03:24,2016-02-18 09:48:24,41.423275,-81.76001,0.01,Cleveland,OH,16.0,30.62,10.0,6.9,0.0,Clear,45.0
3,2016-02-18 09:25:10,2016-02-18 09:55:10,39.993843,-82.985054,0.01,Columbus,OH,30.0,30.53,7.0,6.9,0.0,Mostly Cloudy,30.0
3,2016-02-18 09:22:26,2016-02-18 09:52:26,41.36974,-81.821457,0.01,Cleveland,OH,21.9,30.62,10.0,8.1,0.0,Clear,30.0
3,2016-02-18 09:26:39,2016-02-18 09:56:39,41.420506,-81.816078,0.01,Cleveland,OH,21.9,30.62,10.0,8.1,0.0,Clear,30.0
3,2016-02-18 09:26:00,2016-02-18 09:56:00,41.407391,-81.64676700000003,0.01,Independence,OH,24.1,30.59,10.0,5.8,0.0,Clear,30.0
2,2016-02-18 09:45:05,2016-02-18 10:15:05,39.869961,-84.137642,0.01,Dayton,OH,30.4,30.52,10.0,7.0,0.0,Mostly Cloudy,30.0
3,2016-02-18 10:15:59,2016-02-18 10:45:59,39.75782,-83.303154,0.01,Mount Sterling,OH,32.0,30.51,7.0,5.8,0.0,Scattered Clouds,30.0
3,2016-02-18 11:27:16,2016-02-18 11:57:16,39.84182,-84.18960600000003,0.01,Dayton,OH,39.0,30.53,9.0,8.1,0.0,Mostly Cloudy,30.0
2,2016-02-18 13:44:49,2016-02-18 14:14:49,39.695045,-84.10419499999998,0.0,Beavercreek,OH,37.9,30.47,10.0,9.2,0.0,Clear,30.0
2,2016-02-18 15:31:55,2016-02-18 16:16:55,39.754223,-84.224075,0.01,Dayton,OH,39.9,30.45,10.0,10.4,0.0,Mostly Cloudy,45.0
2,2016-02-18 15:46:33,2016-02-18 16:31:33,39.759544,-84.191811,0.01,Dayton,OH,39.9,30.45,10.0,10.4,0.0,Mostly Cloudy,45.0
2,2016-02-18 15:46:10,2016-02-18 16:31:10,39.755566,-84.180534,0.01,Dayton,OH,39.9,30.45,10.0,10.4,0.0,Mostly Cloudy,45.0
3,2016-02-18 16:40:55,2016-02-18 17:10:55,39.960938,-84.189583,0.01,Tipp City,OH,37.9,30.41,10.0,18.4,0.0,Overcast,30.0
2,2016-02-18 16:43:30,2016-02-18 17:13:30,39.609039,-84.155869,0.0,Dayton,OH,37.9,30.41,10.0,16.1,0.0,Clear,30.0
3,2016-02-18 17:16:50,2016-02-18 17:46:50,39.953472,-82.960274,0.01,Columbus,OH,35.1,30.47,9.0,6.9,0.0,Overcast,30.0
2,2016-02-18 17:24:32,2016-02-18 18:09:32,40.106297,-83.036079,0.01,Columbus,OH,36.0,30.43,10.0,10.4,0.0,Clear,45.0
2,2016-02-19 04:22:53,2016-02-19 04:52:53,39.812687,-84.22734799999998,0.01,Dayton,OH,39.9,30.13,10.0,18.4,0.0,Overcast,30.0
2,2016-02-19 04:23:43,2016-02-19 04:53:43,39.724258,-84.213142,0.01,Moraine,OH,39.9,30.12,10.0,11.5,0.0,Clear,30.0
2,2016-02-19 05:00:42,2016-02-19 05:30:42,39.929554,-82.995773,0.01,Columbus,OH,35.4,30.18,10.0,9.2,0.0,Clear,30.0
3,2016-02-19 05:24:23,2016-02-19 05:54:23,39.976398,-83.119225,0.01,Columbus,OH,34.9,30.16,10.0,10.4,0.0,Clear,30.0
2,2016-02-19 06:08:10,2016-02-19 06:53:10,39.915928,-82.98246800000003,0.01,Columbus,OH,35.4,30.15,10.0,6.9,0.0,Clear,45.0
2,2016-02-19 06:33:33,2016-02-19 07:03:33,39.009884,-84.173073,0.01,Batavia,OH,43.5,30.11,10.0,12.7,0.0,Clear,30.0
2,2016-02-19 06:36:02,2016-02-19 07:06:02,39.737701,-84.134987,0.0,Dayton,OH,41.0,30.1,10.0,10.4,0.0,Clear,30.0
2,2016-02-19 07:06:51,2016-02-19 07:36:51,39.974285,-82.961174,0.0,Columbus,OH,36.0,30.16,10.0,12.7,0.0,Mostly Cloudy,30.0
2,2016-02-19 07:23:09,2016-02-19 07:53:09,40.152611,-82.686996,0.01,Johnstown,OH,37.0,30.15,10.0,12.7,0.0,Overcast,30.0
2,2016-02-19 07:39:56,2016-02-19 08:09:56,39.786629,-84.18869000000002,0.01,Dayton,OH,42.8,30.08,10.0,10.4,0.0,Mostly Cloudy,30.0
2,2016-02-19 07:38:00,2016-02-19 08:08:00,40.016937,-83.156601,0.01,Hilliard,OH,37.0,30.12,10.0,11.5,0.0,Clear,30.0
2,2016-02-19 07:51:29,2016-02-19 08:21:29,40.003746,-83.15389300000002,0.01,Hilliard,OH,37.0,30.12,10.0,11.5,0.0,Clear,30.0
3,2016-02-19 07:52:38,2016-02-19 08:22:38,39.736061,-84.093002,0.01,Dayton,OH,42.8,30.08,10.0,10.4,0.0,Mostly Cloudy,30.0
2,2016-02-19 08:05:52,2016-02-19 08:35:52,41.375961,-83.647453,0.0,Bowling Green,OH,43.0,29.98,10.0,19.6,0.0,Clear,30.0
3,2016-02-19 08:18:42,2016-02-19 08:48:42,39.953648,-82.960373,0.01,Columbus,OH,37.0,30.15,10.0,12.7,0.0,Overcast,30.0
2,2016-02-19 08:28:12,2016-02-19 08:58:12,39.767757,-84.231712,0.0,Dayton,OH,47.7,30.06,10.0,17.3,0.0,Overcast,30.0
2,2016-02-19 08:32:47,2016-02-19 09:02:47,39.800312,-84.218811,0.0,Dayton,OH,48.0,30.03,10.0,27.6,0.0,Overcast,30.0
2,2016-02-19 08:58:38,2016-02-19 09:28:38,39.754055,-84.17588,0.01,Dayton,OH,47.7,30.06,10.0,17.3,0.0,Overcast,30.0
2,2016-02-19 10:24:05,2016-02-19 10:54:05,39.712257,-84.201782,0.0,Dayton,OH,49.6,30.03,10.0,23.0,0.0,Overcast,30.0
2,2016-02-19 11:23:40,2016-02-19 11:53:40,39.759201,-84.149101,0.0,Dayton,OH,53.8,29.97,10.0,25.3,0.0,Mostly Cloudy,30.0
2,2016-02-19 11:45:16,2016-02-19 12:15:16,39.759472,-84.243698,0.0,Dayton,OH,57.0,29.91,10.0,27.6,0.0,Scattered Clouds,30.0
2,2016-02-19 11:37:32,2016-02-19 12:07:32,39.797668,-84.217506,0.01,Dayton,OH,57.0,29.91,10.0,27.6,0.0,Scattered Clouds,30.0
2,2016-02-19 11:29:02,2016-02-19 12:14:14,39.763664,-84.193298,0.01,Dayton,OH,59.4,29.93,10.0,29.9,0.0,Clear,45.2
2,2016-02-19 11:38:14,2016-02-19 12:08:14,39.758121,-84.191414,0.01,Dayton,OH,59.4,29.93,10.0,29.9,0.0,Clear,30.0
3,2016-02-19 11:27:47,2016-02-19 12:14:05,40.266499,-82.927544,0.01,Galena,OH,46.4,29.95,10.0,18.4,0.0,Clear,46.3
2,2016-02-19 15:12:04,2016-02-19 15:42:04,40.099384,-83.155396,0.01,Dublin,OH,57.0,29.81,10.0,21.9,0.0,Overcast,30.0
2,2016-02-19 15:15:38,2016-02-19 15:45:38,39.981926,-83.046265,0.01,Columbus,OH,57.0,29.81,10.0,21.9,0.0,Overcast,30.0
2,2016-02-19 15:30:32,2016-02-19 16:15:32,39.786633,-84.170837,0.01,Dayton,OH,65.1,29.79,10.0,24.2,0.0,Clear,45.0
2,2016-02-19 16:16:51,2016-02-19 17:01:51,39.765259,-84.13780200000002,0.01,Dayton,OH,65.1,29.79,10.0,24.2,0.0,Clear,45.0
3,2016-02-19 17:41:00,2016-02-19 21:00:00,40.10564,-82.949692,1.28,Columbus,OH,57.0,29.82,10.0,15.0,0.0,Clear,199.0
2,2016-02-22 05:20:31,2016-02-22 05:50:31,39.762531,-84.1427,0.01,Dayton,OH,29.5,30.14,10.0,5.8,0.0,Clear,30.0
2,2016-02-22 06:11:53,2016-02-22 06:41:53,41.428753,-83.61036700000002,0.0,Bowling Green,OH,28.0,30.21,10.0,5.8,0.0,Clear,30.0
2,2016-02-22 06:54:32,2016-02-22 07:24:32,39.985336,-82.78984100000002,0.01,Reynoldsburg,OH,30.9,30.16,10.0,3.5,0.0,Partly Cloudy,30.0
2,2016-02-22 07:09:58,2016-02-22 07:39:58,39.955517,-82.87687700000002,0.01,Columbus,OH,30.9,30.16,10.0,3.5,0.0,Partly Cloudy,30.0
2,2016-02-22 07:14:44,2016-02-22 07:44:44,39.858089,-82.827904,0.01,Canal Winchester,OH,32.0,30.15,10.0,5.8,0.0,Overcast,30.0
2,2016-02-22 07:26:02,2016-02-22 07:56:02,39.763615,-84.142586,0.0,Dayton,OH,28.4,30.17,10.0,2.3,0.0,Shallow Fog,30.0
3,2016-02-22 07:24:22,2016-02-22 07:54:22,39.933804,-82.78944399999997,0.01,Pickerington,OH,33.1,30.17,10.0,6.9,0.0,Overcast,30.0
2,2016-02-22 07:37:59,2016-02-22 08:07:59,40.136345,-83.00573,0.01,Columbus,OH,28.9,30.18,10.0,3.5,0.0,Clear,30.0
2,2016-02-22 07:52:06,2016-02-22 08:22:06,39.76516,-84.157234,0.01,Dayton,OH,27.9,30.18,10.0,3.5,0.0,Clear,30.0
2,2016-02-22 07:51:22,2016-02-22 08:21:22,39.772438,-84.14218100000002,0.0,Dayton,OH,27.9,30.18,10.0,3.5,0.0,Clear,30.0
2,2016-02-22 08:04:43,2016-02-22 08:34:43,39.981968,-83.008698,0.0,Columbus,OH,32.0,30.17,10.0,7.0,0.0,Partly Cloudy,30.0
2,2016-02-22 08:13:51,2016-02-22 08:43:51,39.232101,-84.16014100000002,0.01,Goshen,OH,32.5,30.14,10.0,4.6,0.0,Clear,30.0
3,2016-02-22 08:19:52,2016-02-22 08:49:52,40.061661,-82.99807,0.01,Columbus,OH,28.9,30.18,10.0,3.5,0.0,Clear,30.0
3,2016-02-22 08:41:13,2016-02-22 09:11:13,40.082397,-82.906921,0.01,Westerville,OH,35.1,30.17,10.0,5.8,0.0,Scattered Clouds,30.0
2,2016-02-22 08:54:16,2016-02-22 09:24:16,39.317173,-84.220894,0.01,Maineville,OH,36.0,30.17,10.0,3.5,0.0,Clear,30.0
2,2016-02-22 09:06:02,2016-02-22 09:36:02,39.690781,-84.205147,0.0,Dayton,OH,34.0,30.16,10.0,9.2,0.0,Clear,30.0
2,2016-02-22 09:06:53,2016-02-22 09:36:53,39.803726,-84.18514300000002,0.0,Dayton,OH,33.1,30.18,10.0,6.9,0.0,Scattered Clouds,30.0
2,2016-02-22 09:36:13,2016-02-22 10:21:13,39.838779,-84.25831600000002,0.01,Dayton,OH,36.0,30.18,10.0,8.1,0.0,Scattered Clouds,45.0
2,2016-02-22 09:37:13,2016-02-22 10:22:13,39.76144,-84.167038,0.0,Dayton,OH,37.0,30.18,10.0,5.8,0.0,Clear,45.0
2,2016-02-22 10:03:03,2016-02-22 10:33:03,39.740906,-84.182121,0.01,Dayton,OH,37.0,30.18,10.0,5.8,0.0,Clear,30.0
2,2016-02-22 10:09:01,2016-02-22 10:39:01,39.81963,-84.198273,0.01,Dayton,OH,36.0,30.18,10.0,8.1,0.0,Scattered Clouds,30.0
2,2016-02-22 10:27:46,2016-02-22 10:57:46,39.79969000000001,-84.186996,0.0,Dayton,OH,41.0,30.17,10.0,11.5,0.0,Mostly Cloudy,30.0
2,2016-02-22 11:17:40,2016-02-22 11:47:40,39.72364,-84.1418,0.01,Dayton,OH,42.8,30.13,10.0,8.1,0.0,Scattered Clouds,30.0
2,2016-02-22 11:21:55,2016-02-22 11:51:55,39.754055,-84.13889300000002,0.01,Dayton,OH,42.8,30.13,10.0,8.1,0.0,Scattered Clouds,30.0
2,2016-02-22 11:40:35,2016-02-22 12:10:35,39.831997,-84.223694,0.01,Dayton,OH,43.0,30.16,10.0,6.9,0.0,Mostly Cloudy,30.0
2,2016-02-22 14:21:00,2016-02-22 15:30:00,41.403744,-82.282776,0.01,Vermilion,OH,41.0,30.18,10.0,11.5,0.0,Mostly Cloudy,69.0
2,2016-02-22 15:34:53,2016-02-22 16:19:53,39.754055,-84.17588,0.01,Dayton,OH,48.7,30.1,10.0,6.9,0.0,Clear,45.0
2,2016-02-22 16:57:30,2016-02-22 17:57:30,39.630444,-84.19626600000002,0.0,Dayton,OH,48.0,30.06,10.0,5.8,0.0,Clear,60.0
2,2016-02-22 16:57:56,2016-02-22 17:57:56,39.801601,-84.194542,0.01,Dayton,OH,46.9,30.09,10.0,9.2,0.0,Scattered Clouds,60.0
2,2016-02-22 16:58:37,2016-02-22 17:43:37,39.752647,-84.189774,0.01,Dayton,OH,47.5,30.09,10.0,11.5,0.0,Clear,45.0
3,2016-02-23 06:53:21,2016-02-23 07:23:21,39.933804,-82.78944399999997,0.01,Pickerington,OH,30.9,30.07,10.0,3.5,0.0,Mostly Cloudy,30.0
2,2016-02-23 07:02:00,2016-02-23 07:32:00,39.571163,-84.202606,0.0,Springboro,OH,30.0,30.02,10.0,10.4,0.0,Clear,30.0
2,2016-02-23 07:15:48,2016-02-23 07:45:48,39.17505300000001,-84.236313,0.01,Milford,OH,31.8,30.0,10.0,3.5,0.0,Clear,30.0
2,2016-02-23 07:14:21,2016-02-23 07:44:21,39.977322,-83.02109499999997,0.01,Columbus,OH,28.9,30.07,10.0,6.9,0.0,Clear,30.0
